Daily rainfall(in mm) trends for Darjiling from 18-Mar-2014 to 18-Mar-2024

Dates,NORMAL (mm) ,ACTUAL (mm) 
"26-Sep-2018",10.8,19.72
"27-Sep-2018",12.7,15.4
"28-Sep-2018",13.9,3.62
"29-Sep-2018",12.6,10.42
"30-Sep-2018",9.4,9.87
"01-Oct-2018",12.1,59.4
"02-Oct-2018",9.5,13.23
"03-Oct-2018",7.9,0
"04-Oct-2018",10.7,1.94
"05-Oct-2018",16.4,0.04
"06-Oct-2018",4.3,0
"07-Oct-2018",5.1,0.26
"08-Oct-2018",2.3,2.25
"09-Oct-2018",3.1,6.09
"10-Oct-2018",4.8,0.07
"11-Oct-2018",2.8,0
"12-Oct-2018",3.8,2.91
"13-Oct-2018",5.6,0.55
"14-Oct-2018",3.4,1.84
"15-Oct-2018",4.1,0.13
"16-Oct-2018",1.3,0
"17-Oct-2018",3.2,0.06
"18-Oct-2018",6.1,2.51
"19-Oct-2018",3.4,10.93
"20-Oct-2018",2,0
"21-Oct-2018",1.5,0
"22-Oct-2018",3,0
"23-Oct-2018",1.8,0
"24-Oct-2018",2.4,0
"25-Oct-2018",0.8,0
"26-Oct-2018",1,0
"27-Oct-2018",0.8,0
"28-Oct-2018",0.2,0
"29-Oct-2018",0,0
"30-Oct-2018",0.8,0
"31-Oct-2018",1.1,0
"01-Nov-2018",0.8,0
"02-Nov-2018",0.5,0
"03-Nov-2018",0.9,0.09
"04-Nov-2018",0.9,2.01
"05-Nov-2018",0.7,0.17
"06-Nov-2018",0.2,0.88
"07-Nov-2018",0.7,0
"08-Nov-2018",0.2,0
"09-Nov-2018",0.2,0
"10-Nov-2018",0.1,0
"11-Nov-2018",0.2,0.02
"12-Nov-2018",0.4,0
"13-Nov-2018",0.1,0
"14-Nov-2018",0.2,0
"15-Nov-2018",0.4,0.38
"16-Nov-2018",0.1,0.88
"17-Nov-2018",0,0
"18-Nov-2018",0.2,0
"19-Nov-2018",0.1,0.01
"20-Nov-2018",0.2,0
"21-Nov-2018",0.4,0
"22-Nov-2018",0.3,0
"23-Nov-2018",0.1,0
"24-Nov-2018",0,0
"25-Nov-2018",0,0
"26-Nov-2018",0.2,0
"27-Nov-2018",0.2,0
"28-Nov-2018",0.3,0
"29-Nov-2018",0.5,0
"30-Nov-2018",0.8,0
"01-Dec-2018",0.6,0
"02-Dec-2018",0.2,0.02
"03-Dec-2018",0.3,0
"04-Dec-2018",0,0
"05-Dec-2018",0.1,0
"06-Dec-2018",0.2,0
"07-Dec-2018",0,0
"08-Dec-2018",0,0
"09-Dec-2018",0.1,0
"10-Dec-2018",0,0
"11-Dec-2018",0.1,0
"12-Dec-2018",0.2,0
"13-Dec-2018",0,0
"14-Dec-2018",0,0
"15-Dec-2018",0.1,0
"16-Dec-2018",0,0
"17-Dec-2018",0,0
"18-Dec-2018",0.2,2.34
"19-Dec-2018",0.2,4.07
"20-Dec-2018",0,0
"21-Dec-2018",0,0
"22-Dec-2018",0,0
"23-Dec-2018",0,0
"24-Dec-2018",0,0
"25-Dec-2018",0,0
"26-Dec-2018",0.1,0
"27-Dec-2018",0.5,0
"28-Dec-2018",0.4,0
"29-Dec-2018",0.1,1.98
"30-Dec-2018",0,0
"31-Dec-2018",0.2,0
"01-Jan-2019",0,0
"02-Jan-2019",0.2,0
"03-Jan-2019",0.4,0
"04-Jan-2019",0.7,0.01
"05-Jan-2019",1.2,0
"06-Jan-2019",0.1,0
"07-Jan-2019",0.5,0
"08-Jan-2019",0.3,0
"09-Jan-2019",1.8,0
"10-Jan-2019",1.5,0.01
"11-Jan-2019",0,0
"12-Jan-2019",0.1,0
"13-Jan-2019",0.2,0
"14-Jan-2019",0,0
"15-Jan-2019",0.5,0
"16-Jan-2019",0.5,0
"17-Jan-2019",0.4,0
"18-Jan-2019",0.3,0
"19-Jan-2019",0.6,0
"20-Jan-2019",0.2,0
"21-Jan-2019",0.4,0
"22-Jan-2019",0.6,0
"23-Jan-2019",0.7,0
"24-Jan-2019",0.4,0.25
"25-Jan-2019",0.5,0
"26-Jan-2019",0.1,0.18
"27-Jan-2019",0.8,0
"28-Jan-2019",0.5,0.01
"29-Jan-2019",1.5,0.23
"30-Jan-2019",1,0.01
"31-Jan-2019",0.9,0
"01-Feb-2019",0.1,0
"02-Feb-2019",0.5,0
"03-Feb-2019",0.2,0
"04-Feb-2019",0.5,0
"05-Feb-2019",0.6,0
"06-Feb-2019",1.4,0
"07-Feb-2019",0.4,0
"08-Feb-2019",0.7,1.54
"09-Feb-2019",0.7,3.67
"10-Feb-2019",0.4,7.71
"11-Feb-2019",0.1,0
"12-Feb-2019",0.1,0
"13-Feb-2019",0.1,0
"14-Feb-2019",1,0
"15-Feb-2019",0.6,0
"16-Feb-2019",0.2,0
"17-Feb-2019",0.6,9.03
"18-Feb-2019",0.2,0.33
"19-Feb-2019",0.5,1.34
"20-Feb-2019",1.4,0.79
"21-Feb-2019",0.4,0.03
"22-Feb-2019",0.2,0
"23-Feb-2019",0.7,0
"24-Feb-2019",0.5,0.63
"25-Feb-2019",0.5,0
"26-Feb-2019",0.4,0.1
"27-Feb-2019",0.2,2.18
"28-Feb-2019",0.8,3.44
"01-Mar-2019",0.2,16.84
"02-Mar-2019",0.3,0
"03-Mar-2019",0.8,0
"04-Mar-2019",0.6,0.24
"05-Mar-2019",0.2,1.3
"06-Mar-2019",0.8,1.74
"07-Mar-2019",2.2,0.05
"08-Mar-2019",1.2,0
"09-Mar-2019",0.8,0.18
"10-Mar-2019",0.6,1.56
"11-Mar-2019",0.6,0.2
"12-Mar-2019",1.4,0
"13-Mar-2019",0.8,0
"14-Mar-2019",0.7,0
"15-Mar-2019",0.6,0
"16-Mar-2019",0.8,0.11
"17-Mar-2019",2.8,0.12
"18-Mar-2019",0.9,0
"19-Mar-2019",1.3,4.35
"20-Mar-2019",1.4,0.33
"21-Mar-2019",2,8.68
"22-Mar-2019",1,0.33
"23-Mar-2019",2,3.88
"24-Mar-2019",1.9,0.21
"25-Mar-2019",2.5,0.03
"26-Mar-2019",1.6,0.53
"27-Mar-2019",1.9,12.78
"28-Mar-2019",2.3,0
"29-Mar-2019",0.7,0
"30-Mar-2019",1.5,0
"31-Mar-2019",3.3,21.35
"01-Apr-2019",1,7.71
"02-Apr-2019",1.5,0
"03-Apr-2019",2,1.67
"04-Apr-2019",1.1,0
"05-Apr-2019",0.7,1.06
"06-Apr-2019",1.2,8.26
"07-Apr-2019",1,17.96
"08-Apr-2019",2.3,5.49
"09-Apr-2019",1.3,9.9
"10-Apr-2019",2.4,2.86
"11-Apr-2019",2,0
"12-Apr-2019",1.3,0
"13-Apr-2019",4,8.83
"14-Apr-2019",2.2,6.94
"15-Apr-2019",2.3,4.63
"16-Apr-2019",2.4,0.64
"17-Apr-2019",2.3,15.46
"18-Apr-2019",4.1,0.08
"19-Apr-2019",3.9,4.38
"20-Apr-2019",2.9,0.92
"21-Apr-2019",3.5,0
"22-Apr-2019",3.4,10.99
"23-Apr-2019",3.4,1.83
"24-Apr-2019",2.5,0
"25-Apr-2019",3.1,0
"26-Apr-2019",3.5,10.99
"27-Apr-2019",4.7,4.14
"28-Apr-2019",4.4,4.46
"29-Apr-2019",5.2,2.21
"30-Apr-2019",6.8,0.45
"01-May-2019",5.7,7.32
"02-May-2019",6.8,3.28
"03-May-2019",5.8,11.11
"04-May-2019",7.1,9
"05-May-2019",5.9,2.17
"06-May-2019",2.7,5.93
"07-May-2019",4.1,1.05
"08-May-2019",6,0.69
"09-May-2019",6,0.29
"10-May-2019",4.2,4.59
"11-May-2019",5.7,1.23
"12-May-2019",7.5,2.94
"13-May-2019",6.9,4.07
"14-May-2019",7.2,4.46
"15-May-2019",6.5,2.01
"16-May-2019",5.3,2.31
"17-May-2019",5.6,8.59
"18-May-2019",4.2,1.46
"19-May-2019",4.6,1.07
"20-May-2019",7.1,4.85
"21-May-2019",4.9,7.33
"22-May-2019",7,1
"23-May-2019",4.7,12.27
"24-May-2019",5.9,5.68
"25-May-2019",6.5,3
"26-May-2019",6.8,2.73
"27-May-2019",8.6,13.8
"28-May-2019",10.4,7.14
"29-May-2019",7.1,35.3
"30-May-2019",4.3,2.22
"31-May-2019",7.1,8.47
"01-Jun-2019",11,0.37
"02-Jun-2019",7.8,0.37
"03-Jun-2019",10.1,3.85
"04-Jun-2019",8,0.08
"05-Jun-2019",12.8,4.41
"06-Jun-2019",9.3,1.99
"07-Jun-2019",12.9,5.41
"08-Jun-2019",10.5,34.2
"09-Jun-2019",15.2,32.03
"10-Jun-2019",14.1,17.08
"11-Jun-2019",14.3,23.77
"12-Jun-2019",21.8,0.11
"13-Jun-2019",21.9,0.23
"14-Jun-2019",13.5,0.12
"15-Jun-2019",16.3,74.88
"16-Jun-2019",16.4,25.07
"17-Jun-2019",19.5,39.37
"18-Jun-2019",20.2,5.12
"19-Jun-2019",19,4.73
"20-Jun-2019",16.6,0.8
"21-Jun-2019",17.9,4.61
"22-Jun-2019",18.5,3.4
"23-Jun-2019",19.4,16.01
"24-Jun-2019",24.7,2.43
"25-Jun-2019",19.1,59.76
"26-Jun-2019",24.2,87.58
"27-Jun-2019",22.6,27.24
"28-Jun-2019",18.6,22.51
"29-Jun-2019",22.3,1.07
"30-Jun-2019",29,0.52
"01-Jul-2019",31,0
"02-Jul-2019",28.5,24.48
"03-Jul-2019",21.1,2.89
"04-Jul-2019",19.8,6.04
"05-Jul-2019",21.7,10.49
"06-Jul-2019",27.2,12.93
"07-Jul-2019",21.1,31.11
"08-Jul-2019",25.8,38.04
"09-Jul-2019",24.7,50.28
"10-Jul-2019",23.8,59.33
"11-Jul-2019",22.1,95.78
"12-Jul-2019",23.5,101.99
"13-Jul-2019",24.1,73.75
"14-Jul-2019",26,69.76
"15-Jul-2019",25.3,27.85
"16-Jul-2019",19.4,47.78
"17-Jul-2019",24.6,2.73
"18-Jul-2019",27.7,2.98
"19-Jul-2019",24.1,12.58
"20-Jul-2019",22.4,26.7
"21-Jul-2019",26.8,17.24
"22-Jul-2019",28.7,29.43
"23-Jul-2019",20.8,37.46
"24-Jul-2019",25.7,162.76
"25-Jul-2019",28.9,56.18
"26-Jul-2019",26.4,3.1
"27-Jul-2019",22.2,12.67
"28-Jul-2019",32.7,11.53
"29-Jul-2019",20.7,2.57
"30-Jul-2019",24.3,8.36
"31-Jul-2019",25.2,26.15
"01-Aug-2019",21.1,9.08
"02-Aug-2019",14.6,12.73
"03-Aug-2019",18.6,6.4
"04-Aug-2019",15,2.06
"05-Aug-2019",16,1.12
"06-Aug-2019",11.9,0.33
"07-Aug-2019",20,21.82
"08-Aug-2019",19.8,29.38
"09-Aug-2019",19.5,6.46
"10-Aug-2019",18.4,0.97
"11-Aug-2019",22.7,1.96
"12-Aug-2019",22.6,0.17
"13-Aug-2019",15.2,18.49
"14-Aug-2019",20.5,16.69
"15-Aug-2019",17.1,8.71
"16-Aug-2019",16.6,5.54
"17-Aug-2019",22,3.71
"18-Aug-2019",17.6,7.3
"19-Aug-2019",17.8,35.57
"20-Aug-2019",20.3,9.69
"21-Aug-2019",19.8,20.74
"22-Aug-2019",14.7,0.44
"23-Aug-2019",18.2,0.8
"24-Aug-2019",21,54.12
"25-Aug-2019",23.3,11.04
"26-Aug-2019",20.5,0.05
"27-Aug-2019",18.2,0.07
"28-Aug-2019",14.6,0.02
"29-Aug-2019",11.6,6.49
"30-Aug-2019",14.2,2.6
"31-Aug-2019",12.1,42.98
"01-Sep-2019",14.4,3.76
"02-Sep-2019",16.3,0
"03-Sep-2019",16.6,46.65
"04-Sep-2019",17.1,32.48
"05-Sep-2019",19.2,3.32
"06-Sep-2019",24,18.5
"07-Sep-2019",17.1,4.57
"08-Sep-2019",14.7,31.66
"09-Sep-2019",10.7,13.45
"10-Sep-2019",14.4,8.52
"11-Sep-2019",19.5,16.32
"12-Sep-2019",14.9,2.29
"13-Sep-2019",14.1,50.42
"14-Sep-2019",15.5,32.58
"15-Sep-2019",17.3,5.27
"16-Sep-2019",16.8,55.69
"17-Sep-2019",12.8,58.99
"18-Sep-2019",12.7,15.72
"19-Sep-2019",16.5,0.21
"20-Sep-2019",11.4,0.99
"21-Sep-2019",8.1,17.24
"22-Sep-2019",8.1,28.16
"23-Sep-2019",15.7,34.26
